kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
15500;0900-1000;;CHN;CNR 2 China Business R.;M;CHN;B;1;;
15500;2300-0100;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
15500;0530-0630;;IRN;IRIB Voice of I.R.Iran;BOS;Eu;k;0;;
15500;0630-0730;;IRN;IRIB Voice of I.R.Iran;AL;Eu;s;0;;
15502;1200-1430;;CLA;Voice of Tibet;TB;Tib;/TJK-y;0;;
15505;1400-1430;;BGD;Bangladesh Betar;UR;SAs;k;6;2810;1512
15505;1400-1430;;BGD;Bangladesh Betar;UR;SAs;k;1;1912;
15505;1515-1545;;BGD;Bangladesh Betar;HI;SAs;k;6;2810;1512
15505;1515-1545;;BGD;Bangladesh Betar;HI;SAs;k;1;1912;
15505;2230-2300;;CHN;China Radio Int.;M;Af;/MLI;0;;
15510;1200-1430;;CHN;CNR1 Jammer;M;FE;;0;;
15510;0100-0130;;G;BBC;HI;SAs;/SNG;0;;
15510;0130-0200;;G;BBC;UR;SAs;/THA-n;0;;
15510;0230-0300;;G;BBC;HI;SAs;/THA-n;0;;
15510;1300-1700;Sa;G;BBC;SO;EAf;/CYP;6;2810;0211
15510;1230-1500;Sa;G;BBC;SO;EAf;/CYP;6;0311;0811
15510;1500-1700;Sa;G;BBC;SO;EAf;/CYP;6;0911;3103
15512;1200-1430;;CLA;Voice of Tibet;TB;Tib;/TJK-y;0;;
15515;0300-0315;SaSu;AUS;Radio Australia;E;SOc;b;1;;
15515;0300-0315;Mo-Fr;AUS;Radio Australia;F;SOc;b;1;;
15515;0315-0600;;AUS;Radio Australia;E;SOc;s;1;;
15515;2000-2300;;AUS;Radio Australia;E;SOc;s;1;;
15515;1200-1230;;IRN;IRIB Voice of I.R.Iran;HB;ME;k;0;;
15515;0500-0900;;KWT;Radio Kuwait;A;FE;;0;;
15515;1400-1500;;USA;VoA Radio Aap ki Dunyaa;UR;SAs;/CLN-i;6;0203;3103
15517;1200-1430;;CLA;Voice of Tibet;TB;Tib;/TJK-y;0;;
15520;0200-0300;;CHN;CNR1 Jammer;M;FE;;0;;
15520;1845-2000;;EGY;Radio Cairo;FU;WAf;z;0;;
15520;0200-0300;;USA;Radio Free Asia;TB;FE;/MRA-t;0;;
15520;1400-1500;;USA;WYFR Family Radio;HI;SAs;/UAE;6;2810;0511
15525;2230-2300;SaSu;AUS;HCJB Australia;J;FE;ku;0;;
15525;2230-2300;Mo-Fr;AUS;HCJB Australia;M;FE;ku;0;;
15525;2300-2330;SaSu;AUS;HCJB Australia;M;FE;ku;0;;
15525;2300-2330;Mo-Fr;AUS;HCJB Australia;TW;FE;ku;0;;
15525;0900-1100;;CHN;China Radio Int.;M;SAs;u;0;;
15525;1200-1300;;IRN;IRIB Voice of I.R.Iran;M;FE;k;0;;
15525;1530-1630;;IRN;IRIB Voice of I.R.Iran;E;SAs;k;0;;
15525;0730-0900;;PHL;FEBC Manila;M;FE;b;0;;
15525;1130-1145;Fr;USA;Eternal Good News;E;SAs;/UAE;0;;
15525;1300-1400;;USA;Radio Liberty;KZ;CAs;/D-L;0;;
15530;1400-1430;;F;Radio France Int.;R;EEu;;0;;
15530;0100-0130;;PHL;Radio Veritas Asia;TEL;SAs;p;0;;
15530;0130-0230;;PHL;Radio Veritas Asia;VN;SEA;p;0;;
15530;0300-0400;;USA;Radio Liberty;TJ;CAs;/PHL-t;0;;
15535;1530-1630;;HOL;Radio Dabanga;A;SDN;/CVA;0;;
15535;1500-1530;;HOL;Radio Tamazuj;A;SDN;/CVA;0;;
15535;0500-0930;;USA;Radio Farda;FS;IRN;/CLN-i;0;;
15540;1000-1200;;KWT;Radio Kuwait;TAG;PHL;;0;;
15540;1600-1800;;KWT;Radio Kuwait;UR;SAs;;0;;
15540;1800-2100;;KWT;Radio Kuwait;E;Eu;;0;;
15545;1400-1600;;EGY;Radio Cairo;PS;AFG;z;0;;
15550;0000-0600;;CHN;China National Radio 1;M;CHN;b;1;;
15550;0600-0800;We-Mo;CHN;China National Radio 1;M;CHN;b;4;;
15550;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;b;5;;
15550;0900-1100;;CHN;China National Radio 1;M;CHN;b;5;;
15550;2300-2400;;CHN;CNR1 Jammer;M;FE;;0;;
15550;1245-1330;;GUM;KTWR Trans World Radio;VN;SEA;m;0;;
15550;1330-1345;Sa;GUM;KTWR Trans World Radio;VN;SEA;m;0;;
15550;0530-0630;;IRN;IRIB Voice of I.R.Iran;S;SEu;k;0;;
15550;2300-2400;;USA;Radio Free Asia;M;FE;/MRA-t;0;;
15550;1400-2205;;USA;WJHR Milton, FL (USB);E;NAm;;1;;
15555;1130-1230;;USA;Voice of America;BR;SEA;/PHL-t;0;;
15560;0300-0600;;CHN;CNR1 Jammer;M;FE;;0;;
15560;0100-0130;;PHL;FEBC Manila;JV;INS;b;0;;
15560;1400-1500;;OMA;Radio Sultanate Oman;E;Eu;t;6;2311;3103
15560;1500-1600;;OMA;Radio Sultanate Oman;A;Eu;t;6;2311;3103
15560;0300-0400;;USA;Voice of America;TB;FE;/PHL-t;0;;
15560;0400-0600;;USA;Voice of America;TB;FE;/THA-u;0;;
15565;0800-1000;;CHN;China Radio Int.;M;CAs;x;0;;
15565;1100-1300;SaSu;USA;Brother Stair;E;FE;/CLN-t;6;0311;0801
15565;1300-1400;;USA;Brother Stair;E;FE;/CLN-t;6;1401;2201
15568;1200-1430;;CLA;Voice of Tibet;TB;Tib;/TJK-y;0;;
15570;0100-0300;;CHN;China National Radio 11;TB;CHN;as;1;;
15570;0300-0400;;CHN;China National Radio 11;KHA;CHN;as;1;;
15570;0400-0600;;CHN;China National Radio 11;TB;CHN;as;1;;
15570;0600-0800;Th-Tu;CHN;China National Radio 11;TB;CHN;as;1;;
15570;1600-1615;;CVA;Radio Vaticana;SWA;EAf;;1;;
15570;1615-1630;Sa;CVA;Radio Vaticana;SO;EAf;;1;;
15570;1615-1630;Su-Fr;CVA;Radio Vaticana;SWA;EAf;;1;;
15570;1630-1645;;CVA;Radio Vaticana;AH;EAf;;1;;
15570;1645-1700;;CVA;Radio Vaticana;TIG;EAf;;1;;
15570;1700-1730;;CVA;Radio Vaticana;F;EAf;;0;;
15570;1730-1800;;CVA;Radio Vaticana;E;EAf;;0;;
15570;1800-1830;;CVA;Radio Vaticana;P;SAf;;0;;
15575;0700-1000;;G;BBC;E;ME;/OMA;0;;
15575;1000-1400;;G;BBC;E;ME;/CYP;0;;
15575;0200-0230;;KOR;KBS World Radio;S;SAm;k;0;;
15575;1200-1300;;KOR;KBS World Radio;E;NAm;k;6;2810;3112
15575;1300-1400;;KOR;KBS World Radio;E;NAm;k;6;0101;3103
15575;1400-1500;;KOR;KBS World Radio;K;NAm;k;0;;
15580;0900-1000;;PHL;FEBC Manila;;INS;b;0;;
15580;1000-1100;;PHL;FEBC Manila;;INS;b;0;;
15580;0200-0300;;USA;Voice of America;E;Af;/STP;6;0711;0711
15580;0300-0500;;USA;Voice of America;E;Af;/STP;6;2810;0201
15580;0300-0500;;USA;Voice of America;E;Af;g;6;0301;3103
15580;0500-0630;;USA;Voice of America;E;Af;/BOT;0;;
15580;0630-0700;;USA;Voice of America;E;Af;/STP;0;;
15580;1400-1500;;USA;Voice of America;E;Af;/AFS;0;;
15580;1500-1600;;USA;Voice of America;E;EAf;/CLN-i;0;;
15580;1600-1700;;USA;Voice of America;E;Af;/STP;0;;
15580;1700-1800;;USA;Voice of America;E;EAf;/CVA;0;;
15580;1800-1830;;USA;Voice of America;E;Af;/STP;0;;
15580;1830-1930;;USA;Voice of America;E;Af;/BOT;0;;
15580;1930-2000;;USA;Voice of America;E;EAf;/BOT;0;;
15580;2000-2100;;USA;Voice of America;E;EAf;g;0;;
15580;2100-2200;;USA;Voice of America;E;WAf;/BOT;0;;
15585;0900-1100;;E;REE DIGITAL;S;Eu;;6;0412;3103
15585;0900-1700;;E;Radio Exterior España;S;Eu;;6;2810;2511
15585;1500-1700;SaSu;E;Radio Exterior España;S;Eu;;6;2601;3103
15587;1200-1430;;CLA;Voice of Tibet;TB;Tib;/TJK-y;0;;
15590;0200-0600;;USA;Voice of America;E;SAs;/PHL-t;6;0711;0711
15590;1200-1300;;USA;Voice of America;S;LAm;g;6;2810;0311
15590;1300-1400;;USA;Voice of America;S;LAm;g;6;0411;3003
15595;0630-0700;;CVA;Radio Vaticana;L;ME;;2;;
15595;0700-0715;Mo-Sa;CVA;Radio Vaticana;I;ME;;2;;
15595;0715-0730;Mo-Sa;CVA;Radio Vaticana;F;ME;;2;;
15595;0730-0745;Mo-Sa;CVA;Radio Vaticana;E;ME;;2;;
15595;0745-0805;Mo-Sa;CVA;Radio Vaticana;A;ME;;2;;
15595;0820-1130;01Jan;CVA;Radio Vaticana;A;ME;;6;2912;0101
15595;0930-1050;3.Su;CVA;Radio Vaticana;AR;EEu;;2;;
15595;0930-1050;5.Su;CVA;Radio Vaticana;ASY;ME;;2;;
15595;0930-1050;1.Su;CVA;Radio Vaticana;GZ;ME;;2;;
15595;0930-1050;Su;CVA;Radio Vaticana;LTO;ME;;2;;
15595;1100-1130;Su;CVA;Radio Vaticana;Ang;ME;;2;;
15595;1100-1130;;CVA;Radio Vaticana;Ang;ME;;6;2612;2612
15595;1100-1130;01Jan;CVA;Radio Vaticana;Ang;ME;;6;2912;0101
15595;1300-1320;;CVA;Radio Vaticana;I;ME;;0;;
15595;1415-1430;We,Su;CVA;Radio Vaticana;UR;AFG;/MRA-t;0;;
15595;1430-1450;;CVA;Radio Vaticana;HI;SAs;/MRA-t;0;;
15595;1450-1510;;CVA;Radio Vaticana;TAM;SAs;/MRA-t;0;;
15595;1510-1530;;CVA;Radio Vaticana;MAL;SAs;/MRA-t;0;;
15595;1530-1550;;CVA;Radio Vaticana;E;SAs;/MRA-t;0;;
15595;1550-1600;Sa;CVA;Radio Vaticana;E;SAs;/MRA-t;0;;
15595;1500-2200;;OMA;Radio Sultanate Oman;A;EAf;t;6;2311;3103
15597;1200-1430;;CLA;Voice of Tibet;TB;Tib;/TJK-y;0;;
15600;1230-1330;;CHN;China Radio Int.;ML;INS;k;0;;
15600;0100-0115;Su-We;PHL;FEBC Manila;C-A;SEA;b;6;2810;3112
15600;0100-0115;Th-Sa;PHL;FEBC Manila;C-K;SEA;b;6;2810;3112
15600;0115-0130;Th-Sa;PHL;FEBC Manila;K-W;SEA;b;6;2810;3112
15600;0130-0145;Th-Sa;PHL;FEBC Manila;ATS;SEA;b;6;2810;3112
15600;0130-0145;Su-We;PHL;FEBC Manila;MRU;SEA;b;6;2810;3112
15600;2330-0100;;PHL;FEBC Manila;BR;SEA;b;0;;
15605;1500-1530;;USA;Adventist World Radio;MZ;SAs;/GUM-a;0;;
15605;1530-1600;;USA;Adventist World Radio;HI;SAs;/GUM-a;0;;
15605;1600-1630;;USA;Adventist World Radio;UR;SAs;/GUM-a;0;;
15610;0100-0200;;CHN;CNR1 Jammer;M;FE;;0;;
15610;0100-0200;;CHN;Firedrake;M;FE;;0;;
15610;0400-0600;;EGY;Radio Cairo;SWA;EAf;z;0;;
15610;0100-0200;;USA;Radio Free Asia;TB;FE;/MRA-t;0;;
15610;1300-1700;;USA;WEWN EWTN Catholic R.;E;Eu;b;0;;
15610;1700-2400;;USA;WEWN EWTN Catholic R.;E;ME;b;0;;
15615;0015-0215;;AUS;VMW Wiluna Met Fax;;Oc;;1;;
15615;0245-0330;;AUS;VMW Wiluna Met Fax;;Oc;;1;;
15615;0400-0500;;AUS;VMW Wiluna Met Fax;;Oc;;1;;
15615;0600-0945;;AUS;VMW Wiluna Met Fax;;Oc;;1;;
15615;1015-1715;;AUS;VMW Wiluna Met Fax;;Oc;;1;;
15615;1800-1845;;AUS;VMW Wiluna Met Fax;;Oc;;1;;
15615;1915-2045;;AUS;VMW Wiluna Met Fax;;Oc;;1;;
15615;2215-2400;;AUS;VMW Wiluna Met Fax;;Oc;;1;;
15620;0600-0700;;CHN;China Radio Int.;I;SEu;ka;0;;
15620;1230-1300;Su;G;Bible Voice;J;J;/UZB;0;;
15620;1400-1430;;PHL;FEBC Manila;JV;INS;b;0;;
15620;1630-1700;;USA;IBB;;EAf;/D-w;8;;
15620;0330-0400;;USA;Voice of America;SO;EAf;/CLN-i;0;;
15620;1100-1130;Sa;USA;Voice of America;F;Af;/STP;0;;
15620;1300-1400;;USA;Voice of America;SO;EAf;/BOT;0;;
15620;1600-1630;SaSu;USA;Voice of America;SO;EAf;/BOT;0;;
15620;1630-1700;;USA;Voice of America;SO;EAf;/D-w;0;;
15620;1700-1730;;USA;Voice of America;SO;EAf;/CLN-i;0;;
15620;1730-1800;;USA;Voice of America;SO;EAf;/CVA;0;;
15620;1830-1900;;USA;Voice of America;F;EAf;g;0;;
15620;2000-2030;;USA;Voice of America;F;Af;/STP;0;;
15630;1300-1850;;GRC;Voice of Greece;GR;ME;a;0;;
15630;1300-1850;;GRC;Voice of Greece;GR;Oc;a;0;;
15630;0200-0600;;RUS;Voice of Russia;E;WNA;p;6;2810;3112
15640;0800-0830;;D;Deutsche Welle;PS;AFG;/UAE;0;;
15640;0830-0900;;D;Deutsche Welle;DR;AFG;/UAE;0;;
15640;1330-1400;;D;Deutsche Welle;DR;AFG;/SNG;6;2810;0601
15640;1330-1400;;D;Deutsche Welle;DR;AFG;/UAE;6;0701;3103
15640;1400-1430;;D;Deutsche Welle;PS;AFG;/SNG;6;2810;0601
15640;1400-1430;;D;Deutsche Welle;PS;AFG;/UAE;6;0701;3103
15640;1430-1500;;D;Deutsche Welle;UR;SAs;/SNG;6;2810;0601
15640;1430-1500;;D;Deutsche Welle;UR;SAs;/UAE;6;0701;3103
15640;1530-1600;;USA;Adventist World Radio;MAL;SAs;/GUM-a;0;;
15640;0400-0600;;USA;Voice of America;E;SAs;/CLN-i;6;0711;0711
15650;1200-1400;;CLA;Radio Free Kenyalang;IB;INS;/UZB;6;3011;0412
15650;1130-1430;Tu;CLN;Voice of the Tigers;TAM;CLN;;6;2711;2711
15650;1900-2250;;GRC;Voice of Greece;GR;SAm;a;0;;
15650;2300-0250;;GRC;Voice of Greece;GR;SAm;a;0;;
15650;0200-0400;;USA;Radio Liberty;UZ;CAs;/THA-u;0;;
15650;1400-1600;;USA;WYFR Family Radio;HI;SAs;/D-n;6;2810;2511
15660;1330-1400;We,Su;USA;Adventist World Radio;ASS;SAs;/GUM-a;0;;
15660;1330-1400;Th-Fr;USA;Adventist World Radio;HM;SEA;/GUM-a;0;;
15660;1330-1400;126;USA;Adventist World Radio;ML;MLA;/GUM-a;0;;
15660;1430-1500;;USA;Adventist World Radio;BR;SEA;/GUM-a;0;;
15660;1500-1530;;USA;Adventist World Radio;KA;SEA;/GUM-a;0;;
15660;1600-1630;;USA;Adventist World Radio;E;SAs;/GUM-a;0;;
15660;1630-1700;135;USA;Adventist World Radio;E;SAs;/GUM-a;0;;
15660;1630-1700;2467;USA;Adventist World Radio;SD;PAK;/GUM-a;0;;
15665;0400-0600;;CHN;China Radio Int.;R;EEu;ka;0;;
15665;0800-1000;;CHN;China Radio Int.;R;EEu;ka;0;;
15665;0300-0700;;CHN;CNR1 Jammer;M;FE;;0;;
15665;0300-0700;;USA;Radio Free Asia;M;FE;/MRA-s;0;;
15665;1200-1400;;USA;World Harvest Radio;E;Eu;c;0;;
15665;1400-2300;SaSu;USA;World Harvest Radio;E,S;SAm;c;0;;
15670;0100-0300;;CHN;China National Radio 8;KZ;CHN;B;1;;
15670;0900-1200;;CHN;CNR1 Jammer;M;FE;;0;;
15670;0900-1200;;USA;Voice of America;M;FE;/THA-u;0;;
15670;1930-2000;SaSu;USA;Voice of America;E;WEu;g;6;0903;3103
15670;1630-1700;Fr;USA;Voice of America;P;WAf;/D-w;0;;
15670;1700-1800;;USA;Voice of America;P;SAf;/STP;0;;
15670;1800-1830;Mo-Fr;USA;Voice of America;P;SAf;/BOT;0;;
15675;1300-1330;;USA;Adventist World Radio;KH;SEA;/GUM-a;6;0101;3103
15675;1330-1400;Su;USA;Adventist World Radio;KH;SEA;/GUM-a;6;0101;3103
15680;1500-1600;Su-Fr;USA;World Harvest Radio;E;SEA;/PLW;0;;
15680;1600-1630;;USA;World Harvest Radio;E;SEA;/PLW;0;;
15680;1400-1500;;USA;WYFR Family Radio;SI;SAs;/D-n;6;2810;2511
15680;1500-1600;;USA;WYFR Family Radio;KAN;SAs;/D-w;6;2810;2511
15690;1700-1800;;TWN;Radio Taiwan Int.;E;Af;;0;;
15690;0230-1400;;USA;Radio Farda;FS;IRN;/CLN-i;0;;
15690;1400-1700;;USA;Radio Farda;FS;IRN;/D-b;0;;
15690;0000-0100;;USA;Radio Free Asia;LAO;SEA;/MRA-t;0;;
15700;0400-0700;;KEN;R Damal-VoSomali People;SO;EAf;/UAE;0;;
15700;1000-1100;;D;Deutsche Welle;SWA;EAf;/RRW;0;;
15700;1200-1300;;D;Deutsche Welle;F;Af;/G-w;6;2810;1311
15700;1700-1800;;D;Deutsche Welle;F;Af;/G-w;0;;
15700;1200-1300;;PAK;Radio Pakistan;M;FE;;0;;
15700;0030-0130;;USA;Radio Free Asia;BR;SEA;/MRA-t;0;;
15710;0100-0500;;CHN;China National Radio 6;AM;CHN;B;1;;
15710;0500-0600;;CHN;China National Radio 6;HK;CHN;B;1;;
15710;0600-0900;Th-Tu;CHN;China National Radio 6;HK;CHN;B;1;;
15710;1230-1400;;EGY;Radio Cairo;IN;INS;a;0;;
15710;1800-2100;;EGY;Radio Cairo;HA;WAf;a;0;;
15710;0830-0930;;G;BBC;PS;AFG;/OMA;6;2810;2012
15710;0830-0930;;G;BBC;PS;AFG;/UAE;6;2112;2712
15710;0830-0930;;G;BBC;PS;AFG;/OMA;6;2812;3103
15710;0930-1030;;G;BBC;DR;AFG;/OMA;6;2810;2012
15710;0930-1030;;G;BBC;DR;AFG;/UAE;6;2112;2712
15710;0930-1030;;G;BBC;DR;AFG;/OMA;6;2812;3103
15710;1030-1130;;G;BBC;PS;AFG;/OMA;6;2810;2012
15710;1030-1130;;G;BBC;PS;AFG;/UAE;6;2112;2712
15710;1030-1130;;G;BBC;PS;AFG;/OMA;6;2812;3103
15710;1400-1500;;G;BBC;DR;Eu;/CYP;0;;
15710;1500-1600;;G;BBC;PS;Eu;/CYP;0;;
15710;1600-1630;;G;BBC;HI;SAs;/CYP;6;2810;0901
15720;1430-1515;;J;NHK Radio Japan;HI;SAs;/MDG;0;;
15720;1800-1830;;J;NHK Radio Japan;E;CAf;/MDG;0;;
15720;1059-1258;;NZL;Radio New Zealand Int.;E;SOc;;6;3001;3103
15720;1951-2050;;NZL;Radio New Zealand Int.;E;SOc;;6;2810;0811
15720;1955-2000;Fr;NZL;Radio New Zealand Int.;HI;SOc;;6;2810;0811
15720;2051-0458;;NZL;Radio New Zealand Int.;E;SOc;;6;3001;3103
15720;2115-2135;Su;NZL;Radio New Zealand Int.;F;SLM;;6;3001;3103
15720;2115-2135;Mo;NZL;Radio New Zealand Int.;SLM;SLM;;6;3001;3103
15720;2140-2150;Mo;NZL;Radio New Zealand Int.;F;SLM;;6;3001;3103
15720;2151-0458;;NZL;Radio New Zealand Int.;E;SOc;;6;2810;2901
15720;1846-2050;;NZL;RNZI DIGITAL;E;SOc;;6;0911;2901
15720;1851-2050;;NZL;RNZI DIGITAL;E;SOc;;6;3001;3103
15720;1853-1858;Mo-Fr;NZL;RNZI DIGITAL;NIU;SOc;;6;0911;3103
15720;1940-1950;Mo-Th;NZL;RNZI DIGITAL;TO;SOc;;6;0911;3103
15720;1940-1955;Su;NZL;RNZI DIGITAL;TO;SOc;;6;0911;3103
15720;1955-2000;Fr;NZL;RNZI DIGITAL;HI;SOc;;6;0911;3103
15720;2051-2150;;NZL;RNZI DIGITAL;E;SLM;;6;2810;2901
15720;2115-2135;Su;NZL;RNZI DIGITAL;F;SLM;;6;2810;2901
15720;2115-2135;Mo;NZL;RNZI DIGITAL;SLM;SLM;;6;2810;2901
15720;2140-2150;Mo;NZL;RNZI DIGITAL;F;SLM;;6;2810;2901
15725;0830-1100;;PAK;Radio Pakistan;UR;WEu;;0;;
15725;0905-0910;;PAK;Radio Pakistan;E;WEu;;0;;
15725;1100-1104;;PAK;Radio Pakistan;E;WEu;;0;;
15735;0500-0700;;PAK;Radio Pakistan;UR;ME;;0;;
15735;1430-1500;;ROU;Radio Romania Int.;R;CAs;t;0;;
15740;1100-1200;;RUS;Voice of Russia;E;SAs;s;6;2810;3112
15745;0125-0300;;CLN;Sri Lanka BC;E;SAs;e;1;;
15745;0300-0500;Su;CLN;Sri Lanka BC;E;SAs;e;1;;
15745;0700-1100;;RUS;Voice of Russia;E;SAs;/TJK;0;;
15750;1300-1400;;USA;WYFR Family Radio;;SEA;/UZB;6;2810;2511
15755;0000-0200;;G;BBC;E;FE;/THA-n;0;;
15755;1315-1330;Mo-Fr;IND;Trans World Radio;DO;SAs;/UZB;6;2501;0902
15755;1315-1430;SaSu;IND;Trans World Radio;HI;SAs;/UZB;6;2501;0902
15755;1330-1400;Mo-Fr;IND;Trans World Radio;HI;SAs;/UZB;6;2501;0902
15755;1400-1415;1345;IND;Trans World Radio;HI;SAs;/UZB;6;2501;0902
15755;1400-1415;Tu;IND;Trans World Radio;AW;SAs;/UZB;6;2501;0902
15755;1415-1430;Mo-Fr;IND;Trans World Radio;GA;SAs;/UZB;6;2501;0902
15755;1315-1330;Mo-Fr;IND;Trans World Radio;DO;SAs;/MDA;6;1002;3103
15755;1315-1430;SaSu;IND;Trans World Radio;HI;SAs;/MDA;6;1002;3103
15755;1330-1400;Mo-Fr;IND;Trans World Radio;HI;SAs;/MDA;6;1002;3103
15755;1400-1415;1345;IND;Trans World Radio;HI;SAs;/MDA;6;1002;3103
15755;1400-1415;Tu;IND;Trans World Radio;AW;SAs;/MDA;6;1002;3103
15755;1415-1430;Mo-Fr;IND;Trans World Radio;GA;SAs;/MDA;6;1002;3103
15760;1500-1600;;ISR;Kol Israel;FS;IRN;;0;;
15760;1600-1625;Su-Th;ISR;Kol Israel;FS;IRN;;0;;
15760;0400-1300;;USA;Radio Mashaal;PS;AFG;/CLN-i;0;;
15770;0100-0600;;CHN;CNR 2 China Business R.;M;CHN;L;1;;
15770;0600-0855;We-Mo;CHN;CNR 2 China Business R.;M;CHN;L;1;;
15770;0855-1100;;CHN;CNR 2 China Business R.;M;CHN;L;1;;
15770;1300-1600;;EGY;Radio Cairo;A;WAf;a;0;;
15770;0400-0430;;IND;All India Radio GOS;FS;ME;k;1;;
15770;0430-0530;;IND;All India Radio GOS;A;ME;k;1;;
15770;0530-0600;Haj;IND;All India Radio GOS;UR;ME;k;1;;
15770;0845-0945;;IND;All India Radio GOS;IN;INS;a;1;;
15770;1115-1215;;IND;All India Radio GOS;TAM;SEA;a;1;;
15770;1215-1245;;IND;All India Radio GOS;TEL;SEA;a;1;;
15775;1530-1550;;CVA;Radio Vaticana DIGITAL;E;SAs;;0;;
15775;1550-1600;Sa;CVA;Radio Vaticana DIGITAL;E;SAs;;0;;
15775;2330-2400;;J;Japan Shortwave Club;E;NAm;/GUF;6;0311;0311
15775;1700-1800;;USA;Voice of America;ZWE;SAf;/STP;0;;
15775;1800-1900;Mo-Fr;USA;Voice of America;ZWE;SAf;/STP;0;;
15790;0900-1200;;ARS;BSKSA 1;A;Eu;;1;;
15790;0500-0600;;G;BBC;A;ME;/OMA;0;;
15790;0500-0700;;G;BBC;A;EAf;/CYP;0;;
15790;0600-0700;;G;BBC;A;ME;/CYP;0;;
15790;1500-1600;;G;BBC;FS;AFG;/CYP;0;;
15790;1630-1700;Mo-Fr;G;BBC;KNK;EAf;/CYP;0;;
15795;1145-1315;;CHN;CNR1 Jammer;M;FE;;1;;
15795;1145-1315;;IND;All India Radio GOS;M;FE;b;1;;
15800;2000-1700;;CHN;Firedrake;M;CHN;;1;;
15800;1300-1600;;EGY;Radio Cairo;A;WAf;a;0;;
15800;2000-1700;;TWN;Sound of Hope;M;FE;;1;;
15820;0000-2400;;ARG;Various Progs (Feeders);S;ATA;;1;;
15824;1900-1920;Mo,We;RUS;Russian Spy Numbers;E;;;1;0106;3006
15825;0900-2100;;USA;WWCR 1 Nashville, TN;E;NAm;n;6;1003;3103
15825;1100-2000;;USA;WWCR 1 Nashville, TN;E;NAm;n;6;2810;0311
15825;1115-1130;Mo-Fr;USA;WWCR 1 Nashville, TN;A;NAm;n;6;2810;0311
15825;1115-1130;Mo-Fr;USA;WWCR 1 Nashville, TN;A;NAm;n;6;1003;3103
15825;1200-2100;;USA;WWCR 1 Nashville, TN;E;NAm;n;6;0411;0903
15825;1215-1230;Mo-Fr;USA;WWCR 1 Nashville, TN;A;NAm;n;6;0411;0903
15825;1600-1630;Su;USA;WWCR 1 Nashville, TN;L;NAm;n;6;2810;0311
15825;1600-1630;Su;USA;WWCR 1 Nashville, TN;L;NAm;n;6;1003;3103
15825;1700-1730;Su;USA;WWCR 1 Nashville, TN;L;NAm;n;6;0411;0903
15850;0000-2400;;ISR;Galei Zahal;HB;Eu;L;1;;
15870;2000-1700;;CHN;Firedrake;M;CHN;;1;;
15870;2000-1700;;TWN;Sound of Hope;M;FE;;1;;
15896;0000-2400;;D;biteXpress DIGITAL;D;D;e;1;;
15900;2000-1700;;CHN;Firedrake;M;CHN;;1;;
15900;2000-1700;;TWN;Sound of Hope;M;FE;;1;;
15940;2000-1700;;CHN;Firedrake;M;CHN;;1;;
15940;2000-1700;;TWN;Sound of Hope;M;FE;;1;;
16024;0000-2400;;CHN;BAF Beijing Meteo Fax;;FE;bm;1;;
16035;0740-1010;;SNG;9VF Kyodo News Agcy Fax;;FE;j;1;;
16035;1415-1815;;SNG;9VF Kyodo News Agcy Fax;;FE;j;1;;
16100;2000-1700;;CHN;Firedrake;M;CHN;;1;;
16100;2000-1700;;TWN;Sound of Hope;M;FE;;1;;
16135;1719-0400;;HWA;KVM70 Fax Honolulu;;Oc;k;1;;
16150;0000-2400;;ARG;Various Progs (Feeders);S;ATA;;1;;
16180;2100-2200;;CUB;Cuban Spy Numbers;S;Am;;1;;
16250;2000-1700;;CHN;Firedrake;M;CHN;;1;;
16250;2000-1700;;TWN;Sound of Hope;M;FE;;1;;
16340.1;0045-0100;;NZL;ZKLF Wellington Met Fax;;Oc;;1;;
16340.1;0145-0200;;NZL;ZKLF Wellington Met Fax;;Oc;;1;;
16340.1;0245-0300;;NZL;ZKLF Wellington Met Fax;;Oc;;1;;
16340.1;0345-0400;;NZL;ZKLF Wellington Met Fax;;Oc;;1;;
16340.1;0445-0500;;NZL;ZKLF Wellington Met Fax;;Oc;;1;;
16340.1;2145-2200;;NZL;ZKLF Wellington Met Fax;;Oc;;1;;
16340.1;2245-2300;;NZL;ZKLF Wellington Met Fax;;Oc;;1;;
16340.1;2345-2400;;NZL;ZKLF Wellington Met Fax;;Oc;;1;;
16360;2000-1700;;CHN;Firedrake;M;CHN;;1;;
16360;2000-1700;;TWN;Sound of Hope;M;FE;;1;;
16528;2300-1000;;AUS;VMW Wiluna WA;E;AUS;;1;;
16531;0333-0350;;NZL;ZLM Taupo Maritime R.;E;Oc;;1;;
16531;0903-0920;;NZL;ZLM Taupo Maritime R.;E;Oc;;3;;
16531;1533-1550;;NZL;ZLM Taupo Maritime R.;E;Oc;;1;;
16531;2103-2120;;NZL;ZLM Taupo Maritime R.;E;Oc;;3;;
16546;2100-0800;;AUS;VMC Charleville QL;E;AUS;;1;;
16600;2000-1700;;CHN;Firedrake;M;CHN;;1;;
16600;2000-1700;;TWN;Sound of Hope;M;FE;;1;;
16700;2000-1700;;CHN;Firedrake;M;CHN;;1;;
16700;2000-1700;;TWN;Sound of Hope;M;FE;;1;;
